SeniorCitizen,Partner,Dependents,OnlineSecurity,TechSupport,Contract,PaperlessBilling,tenure,MonthlyCharges,TotalCharges,Churn
No,No,No,No,Yes,Month-to-month,No,5,56.15,280.75,0
No,No,No,No,No,Two year,No,33,20.35,671.5500000000001,0
No,No,No,No,No,One year,Yes,41,80.55,3302.5499999999997,0
No,Yes,Yes,Yes,Yes,One year,No,34,61.25,2082.5,0
No,Yes,Yes,No,No,Month-to-month,Yes,13,20.45,265.84999999999997,0
No,No,No,No,No,Month-to-month,Yes,20,18.9,378.0,0
Yes,No,No,No,No,Two year,No,51,19.6,999.6,0
No,Yes,No,No,No,Month-to-month,Yes,3,91.5,274.5,1
No,No,Yes,No,No,Month-to-month,No,41,45.2,1853.2,0
No,No,No,No,No,Month-to-month,No,13,19.45,252.85,0
No,Yes,Yes,No,No,Two year,No,35,25.45,890.75,0
No,Yes,No,Yes,Yes,Month-to-month,No,12,80.85,970.1999999999999,1
No,No,No,Yes,Yes,Month-to-month,Yes,4,94.9,379.6,0
No,No,No,No,No,Month-to-month,Yes,43,49.05,2109.15,1
Yes,Yes,Yes,No,Yes,Month-to-month,Yes,12,29.3,351.6,0
Yes,Yes,No,No,No,Month-to-month,Yes,68,105.3,7160.4,1
Yes,No,No,No,No,Month-to-month,Yes,25,88.95,2223.75,1
No,No,No,No,No,One year,No,7,20.25,141.75,0
Yes,Yes,No,No,Yes,One year,Yes,66,110.85,7316.099999999999,1
No,Yes,No,Yes,Yes,One year,No,53,110.5,5856.5,0
Yes,No,No,Yes,No,Month-to-month,Yes,63,109.4,6892.200000000001,0
No,Yes,Yes,Yes,Yes,Two year,Yes,70,114.2,7994.0,1
Yes,Yes,No,No,No,Month-to-month,No,27,36.5,985.5,1
No,No,No,No,No,Month-to-month,No,1,70.75,70.75,1
No,No,No,No,No,Month-to-month,No,5,19.95,99.75,0
Yes,Yes,No,No,No,One year,No,37,19.6,725.2,0
No,No,No,No,No,Month-to-month,Yes,3,40.15,120.44999999999999,1
No,No,Yes,No,No,Month-to-month,Yes,12,76.6,919.1999999999999,0
No,Yes,Yes,No,No,One year,No,38,19.6,744.8000000000001,0
No,No,No,No,No,Month-to-month,Yes,9,85.3,767.6999999999999,0
No,Yes,No,Yes,No,Month-to-month,Yes,13,65.85,856.05,0
Yes,Yes,No,No,No,Month-to-month,Yes,29,94.45,2739.05,1
No,Yes,Yes,No,No,Two year,No,47,20.05,942.35,0
No,Yes,No,Yes,Yes,Month-to-month,No,61,99.4,6063.400000000001,0
No,No,No,No,No,Month-to-month,No,16,20.0,320.0,0
No,Yes,Yes,Yes,Yes,Two year,No,41,78.45,3216.4500000000003,0
No,No,Yes,No,No,Two year,Yes,43,25.1,1079.3,0
No,Yes,Yes,No,No,Month-to-month,Yes,36,97.35,3504.6,1
No,No,No,No,No,Month-to-month,Yes,6,55.0,330.0,0
No,No,No,Yes,Yes,One year,Yes,58,71.1,4123.799999999999,0
No,No,No,No,Yes,Month-to-month,Yes,19,61.55,1169.45,0
No,Yes,No,No,No,Month-to-month,Yes,11,45.9,504.9,0
No,No,No,Yes,Yes,One year,Yes,39,40.3,1571.6999999999998,0
Yes,No,No,No,No,Month-to-month,Yes,8,87.1,696.8,0
No,No,Yes,No,No,Month-to-month,Yes,26,49.5,1287.0,0
Yes,No,No,No,No,Month-to-month,Yes,53,73.8,3911.3999999999996,0
No,Yes,Yes,No,No,Two year,Yes,70,19.2,1344.0,0
No,No,No,No,No,Month-to-month,Yes,1,45.3,45.3,1
No,No,No,No,No,Two year,No,59,25.0,1475.0,0
No,No,No,No,No,Month-to-month,No,2,94.95,189.9,1
No,No,No,Yes,No,One year,No,7,35.3,247.09999999999997,0
No,No,Yes,No,No,Month-to-month,Yes,12,44.55,534.5999999999999,1
No,Yes,Yes,No,Yes,One year,No,59,76.75,4528.25,0
No,Yes,Yes,No,Yes,Two year,Yes,61,81.0,4941.0,0
No,Yes,Yes,Yes,No,Two year,Yes,72,105.55,7599.599999999999,0
No,Yes,Yes,No,No,Month-to-month,No,13,18.8,244.4,0
No,Yes,Yes,No,No,One year,No,64,24.9,1593.6,0
No,Yes,No,No,No,Month-to-month,Yes,1,23.45,23.45,1
No,No,No,No,Yes,One year,No,10,64.9,649.0,0
No,Yes,Yes,Yes,No,One year,No,65,61.35,3987.75,0
No,Yes,No,Yes,Yes,Two year,No,62,113.95,7064.900000000001,0
No,Yes,No,Yes,Yes,One year,Yes,55,90.15,4958.25,0
No,Yes,No,No,No,Month-to-month,No,25,54.1,1352.5,0
No,No,No,Yes,No,Month-to-month,No,1,29.7,29.7,1
No,No,No,Yes,No,Month-to-month,Yes,1,49.8,49.8,0
No,Yes,No,No,No,Month-to-month,No,59,101.1,5964.9,1
Yes,Yes,Yes,No,No,Two year,Yes,64,24.4,1561.6,0
No,Yes,No,No,No,Month-to-month,Yes,36,95.0,3420.0,0
No,No,No,No,No,Month-to-month,Yes,3,50.65,151.95,1
No,Yes,No,Yes,No,Two year,Yes,61,69.9,4263.900000000001,0
No,No,Yes,No,No,One year,Yes,26,39.95,1038.7,0
No,No,No,No,No,Month-to-month,Yes,1,55.4,55.4,1
Yes,Yes,No,No,No,Month-to-month,Yes,1,90.6,90.6,1
No,Yes,Yes,Yes,No,Two year,Yes,68,103.25,7021.0,0
Yes,Yes,No,No,No,Month-to-month,Yes,2,86.85,173.7,1
No,Yes,No,Yes,Yes,Two year,Yes,72,94.25,6786.0,0
No,Yes,No,No,Yes,Two year,Yes,71,47.05,3340.5499999999997,0
No,No,No,No,No,Two year,No,57,20.55,1171.3500000000001,0
No,No,No,No,No,Month-to-month,Yes,4,19.65,78.6,0
Yes,No,No,No,No,Month-to-month,Yes,1,70.2,70.2,0
No,Yes,Yes,Yes,Yes,Two year,No,72,81.0,5832.0,0
No,Yes,Yes,Yes,No,One year,Yes,21,75.9,1593.9,0
No,Yes,Yes,No,No,Two year,No,71,24.7,1753.7,0
Yes,Yes,No,No,No,Month-to-month,Yes,29,99.05,2872.45,1
Yes,No,No,Yes,Yes,Two year,No,69,110.25,7607.25,0
No,Yes,No,Yes,Yes,Two year,Yes,64,85.0,5440.0,0
No,No,No,No,No,Month-to-month,No,16,19.75,316.0,0
No,No,No,No,No,One year,No,4,23.9,95.6,0
No,No,No,Yes,Yes,One year,Yes,52,111.25,5785.0,1
No,No,No,Yes,No,Month-to-month,Yes,2,55.1,110.2,1
No,No,No,No,No,Month-to-month,No,1,19.95,19.95,0
No,No,No,No,No,Month-to-month,No,18,25.15,452.7,0
No,No,No,No,No,Month-to-month,No,2,54.15,108.3,0
No,Yes,No,No,No,Month-to-month,Yes,19,59.8,1136.2,0
No,No,No,No,No,Month-to-month,No,40,83.85,3354.0,0
Yes,Yes,Yes,No,No,One year,Yes,66,104.9,6923.400000000001,0
No,No,No,No,No,Month-to-month,No,21,75.3,1581.3,0
No,No,No,No,Yes,Month-to-month,Yes,8,66.65,533.2,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,109.5,7884.0,0
No,No,No,No,Yes,One year,Yes,48,73.85,3544.7999999999997,0
No,No,No,No,No,Two year,Yes,69,19.3,1331.7,0
No,No,No,Yes,Yes,Two year,Yes,72,118.2,8510.4,0
No,No,No,No,No,One year,No,14,51.45,720.3000000000001,0
No,No,No,No,No,Month-to-month,No,6,59.45,356.70000000000005,0
No,Yes,Yes,No,No,Two year,No,8,19.5,156.0,0
No,No,No,No,No,One year,No,17,19.55,332.35,0
No,No,No,Yes,Yes,One year,No,65,93.55,6080.75,0
No,Yes,Yes,Yes,Yes,One year,Yes,57,59.3,3380.1,0
No,Yes,No,No,No,Month-to-month,Yes,13,102.25,1329.25,1
Yes,No,No,No,No,Month-to-month,Yes,19,95.9,1822.1000000000001,1
No,Yes,No,Yes,No,One year,No,56,109.8,6148.8,0
No,Yes,No,No,No,Month-to-month,Yes,14,78.1,1093.3999999999999,0
No,Yes,No,Yes,No,Month-to-month,Yes,52,39.9,2074.7999999999997,0
No,No,No,Yes,Yes,Two year,Yes,58,64.9,3764.2000000000003,0
Yes,No,No,No,Yes,Month-to-month,Yes,47,95.05,4467.349999999999,1
No,No,No,No,Yes,Month-to-month,Yes,67,53.4,3577.7999999999997,0
No,No,No,No,No,Month-to-month,Yes,2,24.9,49.8,0
Yes,No,No,No,No,Month-to-month,No,6,44.7,268.20000000000005,0
No,Yes,Yes,Yes,Yes,Two year,Yes,71,114.0,8094.0,0
No,Yes,Yes,No,No,Two year,No,46,20.25,931.5,0
No,No,No,Yes,Yes,Month-to-month,No,5,53.85,269.25,1
Yes,Yes,No,Yes,No,Month-to-month,No,67,83.85,5617.95,0
No,No,Yes,No,No,Month-to-month,No,3,20.2,60.599999999999994,0
No,No,No,No,No,Month-to-month,No,3,19.95,59.849999999999994,0
Yes,Yes,No,Yes,No,Month-to-month,Yes,52,104.2,5418.400000000001,1
No,Yes,No,No,No,Month-to-month,Yes,42,50.25,2110.5,1
No,Yes,Yes,No,No,One year,Yes,50,20.35,1017.5000000000001,0
Yes,Yes,No,Yes,No,Month-to-month,Yes,23,90.0,2070.0,0
No,Yes,Yes,Yes,Yes,Two year,No,67,54.2,3631.4,0
No,No,No,No,No,Month-to-month,Yes,25,99.5,2487.5,1
Yes,Yes,No,Yes,No,One year,No,39,99.1,3864.8999999999996,0
No,No,No,Yes,Yes,Two year,Yes,69,66.9,4616.1,0
No,No,No,No,No,One year,No,1,25.85,25.85,0
No,No,No,No,No,Month-to-month,No,32,91.05,2913.6,0
No,No,No,No,No,Month-to-month,No,9,71.0,639.0,1
No,No,No,No,No,Month-to-month,Yes,16,93.2,1491.2,1
No,Yes,Yes,No,No,Two year,Yes,60,20.95,1257.0,0
No,Yes,Yes,No,Yes,Two year,Yes,72,109.2,7862.400000000001,0
No,Yes,No,No,No,Month-to-month,No,5,19.35,96.75,1
Yes,No,No,Yes,No,Month-to-month,Yes,26,85.8,2230.7999999999997,0
No,No,No,No,No,Month-to-month,No,3,19.85,59.550000000000004,1
No,No,No,No,No,Month-to-month,Yes,2,19.65,39.3,0
No,No,Yes,No,No,One year,No,2,20.5,41.0,0
No,No,No,Yes,Yes,One year,Yes,36,89.65,3227.4,0
No,No,No,Yes,No,Month-to-month,No,7,74.35,520.4499999999999,0
Yes,Yes,No,No,No,Two year,Yes,60,49.45,2967.0,0
No,Yes,No,No,No,Month-to-month,Yes,19,89.1,1692.8999999999999,0
Yes,Yes,No,Yes,Yes,Two year,No,45,75.15,3381.7500000000005,0
Yes,No,No,No,No,Month-to-month,Yes,4,70.65,282.6,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,31,104.2,3230.2000000000003,1
No,Yes,Yes,Yes,No,Month-to-month,No,47,90.05,4232.349999999999,0
No,No,No,No,No,Month-to-month,Yes,1,79.25,79.25,1
No,No,No,No,No,Month-to-month,Yes,1,44.9,44.9,1
No,No,No,No,No,Month-to-month,No,1,19.4,19.4,0
Yes,Yes,Yes,No,No,Month-to-month,Yes,59,88.75,5236.25,0
No,Yes,No,No,No,Month-to-month,Yes,10,70.1,701.0,1
Yes,No,No,Yes,No,Month-to-month,No,35,91.0,3185.0,0
No,No,No,No,No,Month-to-month,Yes,4,29.65,118.6,1
No,Yes,Yes,Yes,No,One year,Yes,32,90.8,2905.6,0
No,No,No,No,No,Month-to-month,Yes,43,77.85,3347.5499999999997,1
No,No,No,No,No,Month-to-month,No,4,54.3,217.2,1
Yes,Yes,No,No,No,Two year,Yes,54,18.95,1023.3,0
Yes,No,No,No,No,Month-to-month,Yes,11,95.15,1046.65,1
Yes,No,No,Yes,No,Two year,Yes,66,102.4,6758.400000000001,0
No,Yes,Yes,No,No,One year,Yes,61,99.9,6093.900000000001,0
No,Yes,Yes,Yes,Yes,Two year,No,72,88.7,6386.400000000001,0
No,Yes,Yes,No,Yes,One year,Yes,44,54.3,2389.2,0
No,No,No,No,No,Month-to-month,Yes,41,55.7,2283.7000000000003,0
No,Yes,No,Yes,No,One year,Yes,50,103.95,5197.5,0
No,Yes,No,Yes,Yes,One year,Yes,47,110.85,5209.95,1
No,Yes,Yes,No,No,Two year,No,8,20.15,161.2,0
No,No,No,No,No,Month-to-month,No,18,20.05,360.90000000000003,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,91.95,6620.400000000001,0
No,No,No,No,No,Month-to-month,No,1,80.5,80.5,1
Yes,No,No,No,No,Month-to-month,No,42,55.65,2337.2999999999997,0
Yes,No,No,No,No,Month-to-month,Yes,18,74.7,1344.6000000000001,0
No,No,Yes,No,No,One year,Yes,13,104.15,1353.95,0
No,Yes,Yes,No,Yes,One year,Yes,68,83.65,5688.200000000001,0
No,No,No,No,No,Month-to-month,Yes,4,72.2,288.8,1
No,No,No,Yes,No,Two year,Yes,69,110.05,7593.45,0
No,No,No,No,Yes,Month-to-month,No,17,51.5,875.5,1
No,Yes,Yes,No,No,Two year,No,25,25.5,637.5,0
Yes,No,No,No,No,Month-to-month,Yes,43,89.55,3850.65,1
No,Yes,Yes,No,No,Two year,No,59,19.5,1150.5,0
Yes,No,No,Yes,No,Month-to-month,No,5,80.7,403.5,0
No,Yes,Yes,Yes,Yes,One year,No,21,77.5,1627.5,1
No,Yes,Yes,Yes,Yes,One year,Yes,69,105.1,7251.9,0
No,No,No,No,No,Month-to-month,Yes,13,25.15,326.95,0
No,Yes,No,No,No,Month-to-month,Yes,42,95.25,4000.5,1
No,Yes,No,No,Yes,Month-to-month,Yes,52,95.65,4973.8,0
Yes,No,No,Yes,No,Month-to-month,No,46,85.0,3910.0,1
No,Yes,No,Yes,Yes,Two year,Yes,61,80.8,4928.8,0
No,No,No,No,No,One year,Yes,29,24.85,720.6500000000001,0
No,No,Yes,No,Yes,One year,Yes,25,54.75,1368.75,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,5,85.75,428.75,1
No,No,No,No,No,One year,No,15,50.75,761.25,0
No,Yes,Yes,No,No,Two year,No,19,20.15,382.84999999999997,0
No,No,No,No,No,Two year,No,44,20.05,882.2,0
Yes,No,No,No,No,Month-to-month,Yes,6,98.25,589.5,1
No,Yes,Yes,Yes,Yes,Two year,No,58,71.6,4152.799999999999,0
No,Yes,Yes,Yes,No,One year,Yes,62,81.45,5049.900000000001,0
No,Yes,Yes,No,Yes,One year,Yes,70,58.4,4088.0,0
Yes,No,No,No,No,Month-to-month,Yes,1,25.7,25.7,1
No,Yes,Yes,Yes,Yes,Two year,No,10,53.7,537.0,0
No,No,No,No,No,One year,Yes,26,19.6,509.6,0
No,No,No,No,No,Month-to-month,No,66,89.4,5900.400000000001,0
No,Yes,Yes,No,No,Month-to-month,Yes,7,69.0,483.0,1
No,Yes,Yes,No,Yes,One year,No,51,84.2,4294.2,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,106.1,7639.2,0
No,No,No,No,No,Two year,No,65,25.75,1673.75,0
No,No,No,No,No,Month-to-month,No,2,46.05,92.1,1
No,No,Yes,Yes,Yes,One year,No,70,64.95,4546.5,0
No,Yes,No,No,Yes,Two year,Yes,72,85.45,6152.400000000001,0
No,Yes,Yes,No,No,Month-to-month,No,1,20.05,20.05,0
Yes,Yes,No,No,No,Month-to-month,Yes,1,76.4,76.4,1
No,No,No,No,No,Month-to-month,Yes,5,100.5,502.5,1
No,No,No,No,No,Month-to-month,No,3,20.7,62.099999999999994,0
No,No,No,No,No,Two year,Yes,58,25.3,1467.4,0
Yes,Yes,Yes,Yes,No,Month-to-month,No,22,40.05,881.0999999999999,1
Yes,Yes,No,No,No,Month-to-month,Yes,33,100.6,3319.7999999999997,0
No,No,No,No,No,Month-to-month,No,1,69.95,69.95,1
Yes,Yes,No,No,No,Month-to-month,No,54,74.0,3996.0,0
No,Yes,No,No,No,Two year,Yes,72,99.4,7156.8,0
No,No,Yes,No,No,Month-to-month,Yes,1,93.3,93.3,1
No,No,No,No,No,Month-to-month,Yes,3,49.15,147.45,1
No,Yes,Yes,Yes,Yes,Two year,No,72,107.45,7736.400000000001,0
No,Yes,Yes,Yes,No,Two year,Yes,72,83.6,6019.2,0
Yes,Yes,No,No,No,Month-to-month,Yes,54,99.05,5348.7,0
No,Yes,No,No,Yes,One year,Yes,59,80.1,4725.9,0
No,No,No,Yes,No,Two year,Yes,54,65.3,3526.2,0
No,No,No,No,No,Two year,Yes,60,89.55,5373.0,0
No,Yes,No,No,Yes,Two year,No,60,60.8,3648.0,0
No,No,No,No,No,Month-to-month,No,3,74.5,223.5,0
No,Yes,No,Yes,No,Two year,No,69,99.15,6841.35,0
No,Yes,Yes,No,No,Month-to-month,No,1,19.25,19.25,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,50,39.45,1972.5000000000002,0
No,No,No,No,No,Month-to-month,Yes,56,44.85,2511.6,0
No,Yes,No,Yes,Yes,Two year,Yes,60,97.2,5832.0,0
Yes,Yes,No,Yes,Yes,One year,Yes,69,110.55,7627.95,0
No,No,No,No,No,Month-to-month,No,1,35.05,35.05,1
Yes,No,No,No,No,Month-to-month,Yes,1,73.0,73.0,1
No,Yes,No,No,No,Month-to-month,Yes,3,19.9,59.699999999999996,0
No,Yes,Yes,No,Yes,Two year,No,60,76.95,4617.0,0
No,No,No,No,Yes,Two year,No,13,35.4,460.2,0
No,Yes,Yes,No,No,Two year,No,62,20.45,1267.8999999999999,0
No,No,No,Yes,No,One year,No,45,96.75,4353.75,0
No,No,No,No,Yes,One year,No,25,54.2,1355.0,0
No,No,No,No,Yes,Two year,No,44,100.1,4404.4,0
No,No,No,No,No,Month-to-month,Yes,2,45.25,90.5,0
Yes,No,No,No,No,Month-to-month,Yes,33,83.85,2767.0499999999997,1
No,No,No,No,No,Month-to-month,Yes,1,70.1,70.1,1
No,No,No,No,No,One year,No,22,20.85,458.70000000000005,0
No,No,No,No,Yes,Month-to-month,Yes,35,33.45,1170.75,0
No,Yes,Yes,No,No,Two year,No,29,20.2,585.8,0
Yes,Yes,No,Yes,No,One year,Yes,27,85.9,2319.3,0
No,No,Yes,No,Yes,One year,Yes,54,61.0,3294.0,0
Yes,No,No,No,No,Month-to-month,Yes,2,70.65,141.3,1
No,No,No,No,No,One year,Yes,57,86.9,4953.3,0
No,No,No,Yes,Yes,Two year,No,62,69.4,4302.8,0
No,Yes,Yes,No,No,One year,No,15,20.35,305.25,0
No,No,No,No,No,Month-to-month,No,2,20.35,40.7,1
No,Yes,No,No,Yes,Two year,Yes,70,104.3,7301.0,0
No,Yes,Yes,No,No,Month-to-month,Yes,21,44.95,943.95,0
No,No,Yes,No,Yes,One year,Yes,23,49.45,1137.3500000000001,0
No,No,No,No,No,One year,No,6,20.6,123.60000000000001,0
No,Yes,Yes,No,No,Two year,No,4,19.55,78.2,0
No,No,No,Yes,No,Month-to-month,Yes,3,99.0,297.0,1
No,No,No,No,No,Month-to-month,Yes,23,93.5,2150.5,0
No,No,No,Yes,Yes,One year,No,26,54.55,1418.3,0
No,No,Yes,No,No,Month-to-month,No,8,20.05,160.4,0
No,No,No,No,No,Month-to-month,Yes,26,83.95,2182.7000000000003,1
No,No,No,No,No,Month-to-month,Yes,2,79.45,158.9,0
No,No,No,Yes,Yes,Two year,No,67,116.2,7785.400000000001,1
No,Yes,No,No,No,Two year,Yes,71,93.7,6652.7,1
No,No,No,Yes,Yes,One year,No,59,79.85,4711.15,0
No,Yes,Yes,No,No,One year,No,39,100.0,3900.0,0
No,No,Yes,No,No,Two year,No,21,19.6,411.6,0
No,No,No,No,No,Month-to-month,No,1,19.7,19.7,1
No,Yes,Yes,No,No,Two year,No,48,20.2,969.5999999999999,0
Yes,Yes,No,Yes,No,One year,Yes,31,50.4,1562.3999999999999,0
No,Yes,Yes,Yes,Yes,One year,No,64,113.35,7254.4,0
No,Yes,Yes,No,No,Month-to-month,Yes,46,80.0,3680.0,0
No,No,No,No,Yes,Two year,Yes,52,80.95,4209.400000000001,0
No,Yes,Yes,No,No,Two year,Yes,67,24.9,1668.3,0
Yes,No,No,No,No,Month-to-month,No,67,54.9,3678.2999999999997,0
No,No,No,No,No,Month-to-month,No,5,75.55,377.75,1
No,Yes,No,No,Yes,Two year,No,71,109.25,7756.75,0
No,No,No,No,No,Month-to-month,Yes,9,77.65,698.85,1
Yes,No,No,Yes,No,Month-to-month,Yes,26,95.0,2470.0,1
No,No,No,Yes,Yes,One year,Yes,71,116.3,8257.3,0
No,No,No,No,No,Month-to-month,No,32,19.9,636.8,0
No,No,No,No,No,Month-to-month,No,2,70.35,140.7,0
No,Yes,No,No,No,Two year,No,71,25.6,1817.6000000000001,0
No,No,No,Yes,No,One year,Yes,60,44.45,2667.0,0
Yes,No,No,No,No,One year,Yes,55,100.15,5508.25,0
No,No,No,Yes,Yes,One year,Yes,54,105.4,5691.6,1
No,No,No,No,No,Month-to-month,Yes,2,95.85,191.7,1
No,No,No,No,No,Month-to-month,Yes,6,73.85,443.09999999999997,0
No,Yes,Yes,Yes,No,Two year,Yes,48,70.1,3364.7999999999997,0
No,Yes,Yes,No,No,Two year,No,63,25.25,1590.75,0
No,No,No,No,No,Month-to-month,Yes,1,79.15,79.15,1
No,No,Yes,No,No,Month-to-month,No,12,21.05,252.60000000000002,0
Yes,Yes,No,No,No,Month-to-month,Yes,54,24.95,1347.3,0
No,Yes,Yes,No,Yes,One year,Yes,30,64.5,1935.0,0
No,Yes,No,No,No,Month-to-month,No,30,19.65,589.5,1
No,No,No,No,No,Month-to-month,Yes,4,79.0,316.0,1
No,No,No,No,Yes,One year,Yes,40,105.95,4238.0,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,9,75.85,682.65,0
No,Yes,Yes,Yes,Yes,Month-to-month,No,17,91.85,1561.4499999999998,1
No,No,No,No,No,Two year,Yes,62,43.6,2703.2000000000003,0
No,No,No,No,Yes,One year,Yes,28,91.25,2555.0,0
No,No,No,Yes,Yes,Two year,No,70,89.75,6282.5,0
No,No,No,No,Yes,Two year,Yes,46,104.4,4802.400000000001,0
No,Yes,No,No,No,Month-to-month,No,23,90.15,2073.4500000000003,0
No,Yes,Yes,Yes,Yes,One year,No,47,40.3,1894.1,0
No,Yes,Yes,Yes,No,Two year,Yes,68,105.25,7157.0,0
Yes,No,No,No,Yes,One year,Yes,60,106.0,6360.0,1
No,No,Yes,No,Yes,Two year,Yes,67,104.0,6968.0,0
No,No,No,No,Yes,Month-to-month,Yes,14,69.65,975.1000000000001,0
No,Yes,Yes,No,No,Month-to-month,Yes,57,74.3,4235.099999999999,0
No,Yes,Yes,Yes,No,One year,No,55,100.9,5549.5,0
No,No,No,No,No,Month-to-month,Yes,1,20.25,20.25,0
No,No,Yes,No,Yes,Month-to-month,Yes,1,49.9,49.9,1
No,No,No,No,Yes,Month-to-month,Yes,23,96.9,2228.7000000000003,0
No,No,No,Yes,No,Month-to-month,Yes,13,100.35,1304.55,1
No,Yes,No,No,No,Month-to-month,Yes,47,104.1,4892.7,0
No,No,No,No,No,One year,No,38,20.1,763.8000000000001,0
Yes,Yes,No,No,No,Month-to-month,Yes,38,74.95,2848.1,1
Yes,No,No,No,No,Month-to-month,Yes,2,56.55,113.1,0
Yes,Yes,Yes,No,Yes,Month-to-month,Yes,1,49.25,49.25,1
No,Yes,No,No,No,Month-to-month,Yes,15,68.6,1029.0,0
No,No,No,No,No,Month-to-month,Yes,26,69.05,1795.3,0
No,Yes,Yes,No,No,Two year,No,35,19.7,689.5,0
No,No,Yes,No,No,Month-to-month,Yes,3,20.05,60.150000000000006,0
No,Yes,Yes,No,Yes,Month-to-month,No,50,103.7,5185.0,1
No,Yes,No,Yes,No,Month-to-month,Yes,42,94.4,3964.8,0
No,Yes,No,Yes,Yes,Month-to-month,Yes,10,54.95,549.5,0
No,Yes,No,Yes,Yes,One year,No,61,93.7,5715.7,0
No,No,No,Yes,Yes,Two year,No,68,110.25,7497.0,0
No,No,No,Yes,No,One year,Yes,10,98.9,989.0,0
No,Yes,No,Yes,No,One year,No,65,89.75,5833.75,1
No,Yes,Yes,Yes,Yes,Two year,Yes,72,80.45,5792.400000000001,0
No,Yes,Yes,No,Yes,Month-to-month,No,55,79.4,4367.0,0
No,No,No,No,No,Month-to-month,Yes,1,20.3,20.3,1
No,No,No,No,Yes,Month-to-month,No,7,62.8,439.59999999999997,0
No,No,No,No,No,Month-to-month,Yes,2,74.9,149.8,0
No,No,No,Yes,No,Month-to-month,Yes,9,74.85,673.65,0
No,No,Yes,No,No,Two year,Yes,27,25.85,697.95,0
Yes,Yes,No,No,No,Month-to-month,Yes,7,101.95,713.65,1
No,Yes,No,No,Yes,Two year,Yes,64,68.3,4371.2,0
No,No,No,Yes,Yes,Two year,No,70,48.4,3388.0,0
Yes,No,No,No,No,Month-to-month,Yes,2,94.0,188.0,1
Yes,No,No,Yes,Yes,Two year,Yes,67,105.05,7038.349999999999,0
No,No,No,No,No,Month-to-month,Yes,45,89.3,4018.5,1
No,No,No,No,No,Two year,No,24,25.15,603.5999999999999,0
No,Yes,Yes,No,No,Two year,No,4,19.5,78.0,0
No,Yes,Yes,No,No,Month-to-month,Yes,44,92.95,4089.8,0
No,Yes,Yes,No,No,Two year,Yes,72,20.7,1490.3999999999999,0
No,No,No,No,No,Month-to-month,Yes,1,74.3,74.3,1
No,No,No,No,No,Two year,No,66,19.35,1277.1000000000001,0
No,No,No,No,Yes,Month-to-month,Yes,1,44.65,44.65,1
No,Yes,Yes,Yes,No,Month-to-month,No,13,84.05,1092.6499999999999,1
No,No,No,No,No,Month-to-month,Yes,10,80.7,807.0,1
Yes,Yes,No,No,No,Month-to-month,Yes,65,104.35,6782.75,0
No,No,Yes,No,No,Month-to-month,No,1,19.55,19.55,0
No,Yes,Yes,Yes,Yes,One year,No,38,74.05,2813.9,0
No,No,Yes,Yes,Yes,Two year,No,23,40.1,922.3000000000001,0
No,Yes,No,No,No,One year,No,10,20.1,201.0,0
No,No,Yes,No,No,Month-to-month,Yes,4,101.7,406.8,1
No,Yes,Yes,Yes,Yes,Two year,Yes,72,83.55,6015.599999999999,0
No,Yes,No,No,Yes,Month-to-month,No,35,56.85,1989.75,0
No,No,No,No,No,Month-to-month,No,1,20.4,20.4,1
No,Yes,Yes,No,No,Two year,No,58,19.55,1133.9,0
No,Yes,Yes,No,Yes,One year,Yes,70,106.15,7430.5,0
No,Yes,Yes,No,No,One year,No,38,78.95,3000.1,0
No,Yes,Yes,No,No,Month-to-month,Yes,60,49.75,2985.0,0
No,No,No,Yes,No,Month-to-month,Yes,26,92.4,2402.4,0
No,No,No,Yes,Yes,One year,No,8,58.2,465.6,0
No,Yes,Yes,No,Yes,One year,Yes,41,102.6,4206.599999999999,1
Yes,Yes,No,No,No,Month-to-month,Yes,36,91.95,3310.2000000000003,0
Yes,No,No,No,Yes,One year,No,54,65.25,3523.5,0
No,Yes,Yes,No,No,Two year,Yes,71,106.0,7526.0,1
No,No,No,No,No,Month-to-month,Yes,55,73.1,4020.4999999999995,0
No,No,No,Yes,No,Two year,No,72,59.75,4302.0,0
No,No,Yes,Yes,Yes,Month-to-month,Yes,3,55.1,165.3,1
No,Yes,Yes,No,No,Two year,Yes,54,59.8,3229.2,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,116.6,8395.199999999999,0
No,No,No,Yes,Yes,Two year,Yes,52,109.3,5683.599999999999,0
Yes,No,No,Yes,No,One year,Yes,60,101.4,6084.0,0
No,No,No,No,No,Month-to-month,Yes,39,50.65,1975.35,0
No,No,No,No,No,One year,No,15,56.15,842.25,0
No,No,No,No,Yes,Two year,Yes,69,106.5,7348.5,1
No,Yes,Yes,No,No,One year,Yes,43,19.2,825.6,0
Yes,No,No,Yes,Yes,One year,No,63,83.0,5229.0,0
Yes,Yes,No,No,No,Month-to-month,No,2,70.1,140.2,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,108.3,7797.599999999999,0
